951063,4,1,2,0,0,1,2,1,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,1,3,0,2,0,0,0,1,2,2,2,6,0,2,0,2,1,0,3,1,0,0,1,1,0,3,23,0,1,4,1,0,0,0,0,0,5,1,1,1,1,0,10,1,1
1065230,2,1,2,0,0,6,0,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,9,0,2,2,4,0,0,4,2,2,3,0,2,0,1,2,4,2,4,0,0,0,6,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,10,1,0
707733,4,3,1,0,4,0,0,2,2,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,4,1,1,3,0,1,0,0,0,6,0,0,52,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
2269544,7,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,2,22,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,5,6,0
1974981,3,1,1,0,2,1,2,2,2,0,0,0,0,3,4,6,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,2,2,2,3,0,2,2,2,0,0,3,7,1,0,1,1,0,3,40,0,1,1,1,1,0,1,1,0,6,0,2,1,1,0,10,1,1
1091412,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
2079971,3,1,3,0,0,2,3,2,2,0,0,1,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,4,0,9,4,2,2,1,0,2,0,2,1,4,3,4,0,0,0,1,0,3,22,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,14,1,0
201709,5,11,1,0,0,1,2,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,3,0,0,0,1,1,0,3,23,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,10,1,0
1499330,6,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,1,3,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,11,1,0
708512,5,1,1,0,0,6,5,2,2,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,4,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,4,2,1,0,0,2,1,0,2,22,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
1797877,2,11,1,0,0,1,0,2,2,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,0,3,1,2,3,0,2,0,2,0,4,2,2,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,1,1,2,0,10,1,0
1079534,7,11,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,0,0,2,1,2,0,0,2,0,2,1,0,0,4,0,0,0,6,0,2,10,0,6,10,1,0,0,0,0,3,0,0,0,2,2,1,4,5,1
36639,2,9,1,0,4,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,4,2,2,0,0,2,3,1,1,0,0,9,0,0,0,6,0,0,52,0,6,0,2,0,0,0,0,3,0,0,0,2,2,0,14,7,0
1311676,4,11,1,0,0,1,5,2,2,0,0,0,0,3,3,0,2,0,1,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
2234568,7,1,2,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,4,23,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,14,5,0
2132902,7,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,2,2,0,0,0,2,1,2,6,0,2,0,2,1,0,0,0,0,0,0,6,0,3,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,4,1
1592698,4,1,2,0,0,7,3,2,2,0,0,0,0,5,5,0,4,0,0,1,0,0,0,0,3,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,23,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,14,1,0
356701,4,0,1,0,0,7,3,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,1,2,5,0,2,0,2,3,0,3,9,0,0,1,1,0,3,10,0,6,0,1,0,0,0,0,0,6,0,2,1,0,0,11,1,0
1605138,3,1,1,0,0,1,4,2,2,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,8,0,2,0,4,0,4,4,2,2,1,0,2,0,2,2,0,4,4,0,0,0,1,0,4,10,0,6,0,3,0,0,0,0,0,4,0,2,1,1,0,14,1,0
2204755,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1911533,4,2,1,0,0,6,0,2,2,0,0,2,0,1,1,0,2,1,0,1,0,0,0,0,8,0,2,0,0,0,11,4,2,2,1,0,2,0,2,1,1,4,1,0,0,0,1,0,4,21,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,14,1,0
1000150,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,1,0,0,0,2,0,134,0,0,1,2,10,1,6,0,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0
2168312,5,1,1,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,1,4,0,2,0,0,0,1,3,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,9,1,0
1211945,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,2,0,4,0,2,0,121,0,0,1,0,22,1,6,0,2,0,1,0,0,0,0,0,0,0,2,0,6,0,0
1467422,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,2,2,0,0,2,0,1,0,0,0,2,0,223,0,0,1,2,23,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
1106453,4,1,1,0,0,4,3,2,2,0,0,4,0,2,2,0,2,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,3,3,1,0,0,1,1,0,3,23,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,14,1,0
547421,2,11,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,2,3,4,0,2,0,121,0,6,1,0,10,1,6,0,3,0,1,0,0,3,0,0,0,2,2,0,8,7,0
1749562,6,1,2,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
1565974,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
978273,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0
497920,5,1,2,0,0,1,1,2,2,0,0,8,0,3,2,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,3,0,2,0,2,0,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
2144947,3,0,1,0,0,1,0,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,8,0,2,0,4,0,11,4,2,2,3,0,2,0,1,1,4,2,11,0,0,0,1,0,2,24,0,6,0,1,0,1,0,0,0,0,0,1,1,1,0,10,1,0
888938,7,0,1,0,0,6,1,2,2,0,0,0,0,3,3,0,0,1,0,0,1,0,0,0,5,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,5,1,0
1186350,7,2,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,1,4,0,1,0,0,0,6,0,3,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
